sample_id,label,X_score_scaled
473,1,1.3002499946231998
474,1,0.0017804969395561773
475,1,0.11151935234510964
476,1,0.11451417490978362
477,1,0.34404593290229585
478,1,-0.6213565124101067
479,1,-0.6566526354937643
480,1,-0.12336030308432054
481,1,0.09141125798229859
482,1,-0.19459429694406571
483,1,-0.6598613739559149
484,1,-0.040788766658309536
485,1,0.6982906591237313
486,1,0.141681493889326
487,1,0.411643356504937
488,1,-0.33813186415093965
489,1,1.817070802926937
490,1,0.4403080867668164
491,1,0.30996913043425567
492,1,0.20542843133738636
493,1,1.2200315330694327
494,1,0.4717537236958931
495,1,-0.26775353388110135
496,1,-0.02902339229709042
497,1,-0.15373636052601367
498,1,1.6318196357121038
499,1,-0.2698926928558684
500,1,-0.595044857020471
501,1,-0.45386036468584096
502,1,0.8396890673558381
503,1,-0.5411380508563396
504,1,-0.5323674990597944
505,1,1.1464444643374436
506,1,-0.28636421696157527
507,1,1.331267799757323
508,1,-0.4863755811023013
509,1,0.09183908977725207
510,1,-0.4981409554635204
511,1,0.11258893183249315
512,1,-0.5030610211054849
513,1,1.0459039925233888
514,1,-0.6908791790900383
515,1,0.24371937698571783
516,1,0.21056241287682734
517,1,-0.5206021246985753
518,1,-0.44316456981200536
519,1,0.6875948642498957
520,1,0.09162517387977541
521,1,1.407849691053986
522,1,-0.1539502764234904
523,1,-0.6113024652287012
524,1,-0.7079924508881752
525,1,0.39495791650175344
526,1,-0.43418010211798347
527,1,0.2982679308422794
528,1,0.9072864909584795
529,1,0.9357373053228821
530,1,0.8550910119741614
531,1,-0.6609309534432986
532,1,-0.679113804728819
533,1,-0.006562223062035614
534,1,-0.6104468016387944
535,1,-0.7079924508881752
536,1,-0.7079924508881752
537,1,-0.34626066825505475
538,1,1.1318981833090274
539,1,0.31431162315303285
540,1,-0.2356661492595945
541,1,-0.7079924508881752
542,1,-0.49835487136099715
543,1,-0.4594221780202356
544,1,0.787921420166474
545,1,-0.1387622477026438
546,1,1.7064762839314767
547,1,-0.6848895339606903
548,1,1.357365539249482
549,1,1.323138995653208
550,1,0.34361810110734237
551,1,-0.6196451852302931
552,1,-0.24593411233847662
553,1,-0.4987827031559506
554,1,0.28906954725078077
555,1,0.2965566036624657
556,1,-0.5982535954826218
557,1,-0.7079924508881752
558,1,0.13697534414483836
559,1,-0.39995355852170955
560,1,0.5874822242307945
561,1,-0.0311625512718575
562,1,0.6846000416852217
563,1,0.3913213462446493
564,1,-0.6463846724148821
565,1,0.6349715534706246
566,1,0.3468268395694932
567,1,1.0189505894413233
568,1,-0.13127519129095885
569,1,-0.622640007794967
570,1,0.45464045189775615
571,1,-0.4324687749381697
572,1,-0.6908791790900383
573,1,-0.49493221700136975
574,1,0.5314362590918957
575,1,0.05825429387340823
576,1,-0.17662536155602188
577,1,-0.06410559948327117
578,1,-0.538571060086619
579,1,-0.08763634820570956
580,1,-0.6489516631846026
581,1,0.3485381667493068
582,1,0.4039423841957752
583,1,1.3776875495097698
584,1,0.14296498927418633
585,1,-0.6153668672807588
586,1,-0.4726849636637917
587,1,-0.5462720323957807
588,1,1.4696713854247558
589,1,2.0472443086118792
590,0,-0.7079924508881752
591,0,-0.5745089308627067
